,EXT_NEG_LY_S21_L001,LY_BR1_D_S11_L001,LY_BR1_Detrit_S1_L001,LY_BR1_Toxo_S6_L001,LY_BR1_W1_S16_L001,LY_BR2_D_S12_L001,LY_BR2_Detrit_S2_L001,LY_BR2_Toxo_S7_L001,LY_BR2_W2_S17_L001,LY_BR3_D_S13_L001,LY_BR3_Detrit_S3_L001,LY_BR3_Toxo_S8_L001,LY_BR3_W1_S18_L001,LY_BR4_D_S14_L001,LY_BR4_Detrit_S4_L001,LY_BR4_Toxo_S9_L001,LY_BR4_W1_S19_L001,LY_BR5_D_S15_L001,LY_BR5_Detrit_S5_L001,LY_BR5_Toxo_S10_L001,LY_BR5_W1_S20_L001,PCR_pos_LY_S22_L001
Otu1402,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Otu1403,0,0,0,0,16,0,1,0,17,0,1,0,1,0,0,1,78,0,0,0,1,0
Otu1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0
Otu1406,0,0,0,0,8,0,0,34,2,1,7,4,14,5,0,6,35,0,0,0,0,0
Otu1407,0,0,0,0,0,0,0,0,0,40,0,1,41,0,0,0,0,25,0,0,9,0
Otu1408,0,11,0,0,13,0,0,0,0,35,0,9,25,0,0,0,14,5,0,0,4,0
Otu1409,0,0,0,0,0,0,0,0,0,25,0,62,16,0,0,0,1,4,0,2,6,0
Otu1410,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,104,0,5,0,1
Otu1411,0,0,0,0,112,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Otu1412,0,0,0,0,0,2,2,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1413,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,86,5,17,0
Otu1414,0,0,0,0,0,0,0,0,0,3,1,0,80,0,0,0,0,13,0,3,16,0
Otu1415,0,0,0,1,0,0,0,0,0,0,95,9,0,0,8,0,1,0,2,0,0,0
Otu1416,0,20,0,1,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1417,0,2,0,0,2,0,0,0,0,2,0,2,5,49,13,10,30,0,0,0,0,0
Otu1418,0,18,0,0,35,4,0,0,0,0,0,0,2,2,0,0,8,43,0,1,2,0
Otu1419,0,19,0,1,7,29,3,3,17,10,0,0,22,0,0,0,3,0,0,1,0,0
Otu1420,0,4,0,1,4,69,0,5,4,23,0,1,4,0,0,0,0,0,0,0,0,0
Otu1421,0,80,0,0,0,0,0,0,0,15,0,3,10,0,0,1,1,3,0,1,1,0
Otu1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,99,9,0
Otu1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0
Otu1424,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,87,0,0,0
Otu1425,0,0,0,0,0,0,0,0,0,3,2,84,23,0,0,0,0,3,0,0,0,0
Otu1426,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,57,0,0,0,0,0,0
Otu1427,0,0,0,0,4,0,0,0,13,0,0,0,4,12,1,2,79,0,0,0,0,0
Otu1428,0,0,43,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,58,0
Otu1429,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,101,0
Otu1430,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,1,105,0
Otu1431,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,0,0,2,0,0,0,0
Otu1432,0,12,0,0,0,0,0,0,0,30,0,1,8,31,0,0,1,19,0,1,11,0
Otu1433,0,42,0,0,5,62,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0
Otu1434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,76,0,0,34,0
Otu1435,0,22,0,1,58,21,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu1436,0,0,0,0,0,0,0,0,0,10,0,0,8,2,0,38,9,28,0,13,5,0
Otu1437,0,0,0,0,0,53,0,30,21,0,0,0,2,0,0,0,0,5,0,0,2,0
Otu1438,0,0,0,0,31,1,0,0,27,0,0,0,0,0,0,1,53,0,0,0,0,0
Otu1439,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,12,0,90,6,0
Otu1440,0,5,0,0,0,0,0,0,0,0,0,0,0,93,1,0,14,0,0,0,0,0
Otu1441,0,39,0,0,15,1,0,0,1,2,0,1,2,14,0,0,15,16,0,0,7,0
Otu1442,0,1,0,0,3,3,0,0,104,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu1443,0,0,0,0,0,0,0,0,0,6,0,0,80,0,0,0,0,2,0,0,24,0
Otu1444,0,6,0,4,1,0,0,0,0,4,1,5,3,0,0,0,3,2,0,80,3,0
Otu1445,0,0,10,15,0,0,0,0,0,0,49,4,0,0,24,0,0,0,10,0,0,0
Otu1446,0,0,0,1,0,0,0,0,0,0,4,3,2,40,44,10,8,0,0,0,0,0
Otu1447,0,0,0,0,20,0,0,0,10,8,0,0,68,0,0,0,0,0,0,0,6,0
Otu1448,0,0,0,0,1,0,0,2,5,0,0,6,3,0,0,1,93,1,0,0,0,0
Otu1449,0,0,0,0,6,0,0,0,52,0,0,0,0,0,0,0,53,1,0,0,0,0
Otu1450,0,0,0,0,0,0,9,0,0,0,10,0,1,0,92,0,0,0,0,0,0,0
Otu1451,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,62,0,0,0,0,0,0
Otu1452,0,0,0,0,15,0,0,1,22,0,1,0,0,0,2,0,71,0,0,0,0,0
Otu1453,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,5,0,0,97,0
Otu1454,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,109,0,0,0
Otu1455,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,3,0,4,4,0
Otu1456,4,67,0,0,5,0,0,0,0,1,0,1,2,0,1,0,2,5,0,9,14,0
Otu1457,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,109,0,0,0
Otu1458,0,0,0,0,0,0,0,3,4,2,0,0,102,0,0,0,0,0,0,0,0,0
Otu1459,0,10,0,0,0,0,0,0,0,3,0,0,2,8,0,0,0,73,0,5,10,0
Otu1460,0,2,2,2,2,0,0,0,1,1,75,10,10,0,0,0,0,2,2,0,2,0
Otu1461,0,26,0,0,42,36,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0
Otu1462,0,0,0,0,0,0,0,0,0,10,0,98,2,0,0,0,0,0,0,0,0,0
Otu1463,0,0,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu1464,0,0,0,0,0,2,0,84,0,2,1,0,7,0,0,0,0,10,0,0,4,0
Otu1465,0,35,2,5,36,0,0,0,0,0,0,0,0,0,0,0,1,26,0,4,1,0
Otu1466,0,9,0,0,0,7,0,0,0,3,0,81,2,2,0,0,0,6,0,0,0,0
Otu1467,0,63,0,0,22,1,0,0,2,7,0,0,13,0,0,0,2,0,0,0,0,0
Otu1468,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,33,0
Otu1469,0,0,0,0,0,0,0,0,0,0,0,107,2,0,0,0,0,0,0,0,0,0
Otu1470,0,0,0,0,0,0,0,0,0,0,11,17,10,0,0,3,0,5,0,50,13,0
Otu1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,0,0
Otu1472,0,0,1,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0
Otu1473,0,0,8,0,0,0,38,0,0,0,31,0,0,0,28,0,0,0,4,0,0,0
Otu1474,0,33,0,0,27,14,0,13,0,0,0,0,0,20,0,0,0,0,0,1,1,0
Otu1476,0,1,0,0,0,1,0,0,0,1,0,0,1,9,31,3,29,4,27,0,2,0
Otu1477,0,61,0,0,0,0,0,0,0,1,9,0,11,0,0,0,0,4,12,3,8,0
Otu1478,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1479,0,2,0,0,103,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Otu1480,0,10,0,0,88,0,0,0,3,0,0,0,0,0,0,0,0,1,4,2,0,0
Otu1481,0,1,0,0,1,0,0,0,0,0,0,0,76,0,0,0,2,0,0,0,28,0
Otu1482,0,9,19,17,8,0,0,0,0,1,3,1,1,0,16,33,0,0,0,0,0,0
Otu1483,0,11,0,0,6,85,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0
Otu1484,0,6,3,14,62,0,0,0,0,1,5,3,4,0,0,1,1,1,2,5,0,0
Otu1485,0,2,0,0,0,0,0,0,0,2,0,102,1,0,0,0,0,1,0,0,0,0
Otu1486,0,18,6,0,6,0,0,0,1,0,14,0,0,12,1,42,8,0,0,0,0,0
Otu1487,0,0,0,0,4,0,0,0,0,36,0,0,13,0,0,0,0,37,0,0,18,0
Otu1488,0,0,0,0,0,2,21,74,9,0,0,0,1,0,0,0,0,1,0,0,0,0
Otu1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Otu1490,0,0,0,0,0,0,0,0,0,44,0,0,60,0,0,0,0,0,0,0,4,0
Otu1491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,105,0
Otu1492,0,0,0,0,0,0,0,0,0,3,11,0,38,0,0,0,0,13,0,10,32,0
Otu1493,0,3,0,0,0,2,0,0,0,22,0,0,80,0,0,0,0,0,0,0,0,0
Otu1494,0,68,8,0,24,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
Otu1495,0,5,0,1,14,18,0,0,52,0,0,0,17,0,0,0,0,0,0,0,0,0
Otu1496,0,78,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1497,0,37,0,0,29,4,0,14,11,0,0,0,0,7,0,1,1,0,0,3,0,0
Otu1498,0,0,5,0,0,0,39,0,0,0,43,0,0,0,10,0,0,0,10,0,0,0
Otu1499,0,0,1,97,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0
Otu1500,0,0,0,2,4,0,0,0,0,17,1,61,1,0,0,16,1,4,0,0,0,0
Otu1501,0,0,0,0,1,1,0,0,0,70,0,2,8,0,0,0,0,21,0,2,2,0
Otu1502,0,0,0,0,2,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,2,7,0
Otu1504,0,8,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,7,0
Otu1505,0,0,0,0,0,0,0,0,0,78,0,0,28,0,0,0,0,0,0,0,0,0
Otu1506,0,17,0,0,0,1,2,0,0,2,11,2,1,2,0,0,0,7,35,24,2,0
Otu1507,0,7,0,51,2,8,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1508,0,8,0,0,0,1,0,0,0,11,0,1,2,71,0,5,1,5,0,0,1,0
Otu1509,0,81,0,0,7,0,0,0,0,1,0,0,3,0,0,0,1,0,1,8,4,0
Otu1510,0,2,0,0,7,1,0,0,0,2,0,0,5,0,0,0,0,17,0,1,71,0
Otu1511,0,0,5,2,97,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu1512,0,0,18,6,0,0,42,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0
Otu1513,0,0,0,0,28,4,0,0,44,3,0,0,10,0,0,0,17,0,0,0,0,0
Otu1514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,68,33,0,0
Otu1515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,0,0
Otu1516,0,0,0,0,0,0,0,0,0,8,0,1,84,0,0,0,0,12,0,0,1,0
Otu1517,0,0,0,0,3,0,0,0,0,16,0,0,20,0,0,0,0,6,6,2,52,0
Otu1518,0,0,0,0,0,0,0,0,0,0,88,0,0,0,17,0,0,0,0,0,0,0
Otu1519,0,0,0,0,0,0,0,0,0,0,81,1,9,0,0,0,0,0,13,0,1,0
Otu1520,0,3,0,0,6,51,0,2,18,0,0,0,9,0,0,0,16,0,0,0,0,0
Otu1521,0,0,56,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu1522,0,0,6,0,0,0,46,0,0,0,18,0,0,0,25,0,0,0,10,0,0,0
Otu1523,0,0,7,2,0,0,42,0,0,0,13,0,0,0,29,0,0,0,12,0,0,0
Otu1524,0,0,0,0,0,0,2,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
Otu1525,0,2,0,0,1,70,0,1,2,3,0,0,1,1,0,0,17,3,0,3,1,0
Otu1526,0,5,0,2,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1527,0,3,0,0,13,10,0,0,16,0,0,0,6,2,1,0,43,5,1,0,5,0
Otu1528,0,17,0,0,1,0,0,0,1,21,0,19,13,17,0,1,4,7,0,1,3,0
Otu1529,0,2,5,22,5,2,0,63,0,0,1,0,0,0,0,0,0,2,0,0,3,0
Otu1530,0,0,0,0,0,0,6,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
Otu1531,0,5,0,0,0,0,0,0,0,38,0,0,43,0,0,0,1,5,0,0,12,0
Otu1532,0,11,3,24,12,12,0,18,0,0,0,0,0,0,3,14,7,0,0,0,0,0
Otu1533,0,5,0,0,0,4,0,0,1,7,2,0,5,38,0,0,1,39,0,0,2,0
Otu1534,0,0,0,0,2,7,0,2,15,0,0,0,1,2,9,0,66,0,0,0,0,0
Otu1535,0,17,0,0,37,2,0,21,18,1,0,0,0,4,0,0,4,0,0,0,0,0
Otu1536,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1537,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,86,6,0
Otu1538,0,39,1,40,10,0,0,0,0,1,0,0,0,1,1,1,1,2,2,4,1,0
Otu1539,0,10,0,0,14,0,0,0,0,3,0,5,22,4,8,1,20,5,0,4,8,0
Otu1540,0,1,0,0,0,0,0,0,0,33,0,0,45,0,0,0,1,11,0,0,13,0
Otu1541,0,0,1,0,14,0,0,1,26,0,1,0,1,0,0,1,59,0,0,0,0,0
Otu1542,0,0,0,0,0,0,0,0,0,2,12,3,10,0,0,0,2,40,18,1,16,0
Otu1544,0,0,0,0,8,0,14,0,44,0,0,0,0,0,17,2,19,0,0,0,0,0
Otu1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,1,28,0
Otu1546,0,15,0,0,22,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1547,0,24,0,11,52,0,0,0,0,0,0,0,8,0,0,0,2,3,0,3,0,0
Otu1548,0,0,0,0,0,0,0,0,0,8,0,0,45,0,0,0,0,0,0,0,50,0
Otu1549,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,30,0
Otu1550,0,0,0,0,46,1,0,3,32,0,0,0,1,0,0,0,19,0,1,0,0,0
Otu1551,0,0,0,0,1,0,0,0,0,1,0,0,47,1,0,0,33,9,0,1,10,0
Otu1552,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0
Otu1553,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0
Otu1554,0,1,0,0,1,0,0,0,0,15,0,0,85,0,0,0,0,1,0,0,0,0
Otu1556,0,1,0,0,1,20,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1557,0,24,0,13,38,19,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1558,0,4,7,50,0,0,31,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Otu1559,0,24,0,3,6,20,0,41,5,1,0,0,0,2,0,0,0,0,0,1,0,0
Otu1560,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,76,20,1,0
Otu1561,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,0,0,4,0,0,1,0
Otu1564,0,0,9,0,0,0,37,0,0,0,33,0,0,0,21,0,0,0,2,0,0,0
Otu1565,1,0,0,0,1,0,0,0,1,1,3,0,2,2,0,0,2,9,34,42,4,0
Otu1566,0,11,0,0,0,2,0,0,0,29,0,5,10,12,0,0,0,14,0,5,14,0
Otu1567,0,18,0,0,0,0,0,0,0,11,1,0,1,3,3,0,0,17,47,0,1,0
Otu1568,0,1,0,0,1,4,0,3,29,9,0,0,51,0,0,0,4,0,0,0,0,0
Otu1569,0,14,0,1,68,12,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0
Otu1571,0,0,0,0,10,4,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1572,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
Otu1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0
Otu1574,0,0,0,1,0,0,0,0,0,4,68,1,15,0,0,0,0,1,8,3,0,0
Otu1575,0,0,0,0,5,0,0,8,0,0,17,4,65,0,0,0,0,2,0,0,0,0
Otu1576,0,0,2,13,0,0,0,0,0,0,1,1,2,0,0,0,0,0,82,0,0,0
Otu1577,0,0,0,0,26,6,0,0,43,0,0,0,26,0,0,0,0,0,0,0,0,0
Otu1578,0,0,0,0,15,0,0,1,23,0,3,0,0,0,1,1,57,0,0,0,0,0
Otu1579,0,0,0,0,85,4,0,0,5,0,0,0,0,1,0,2,2,1,1,0,0,0
Otu1580,0,0,0,0,49,1,0,0,11,0,0,0,1,0,0,0,38,0,1,0,0,0
Otu1581,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,94,0,1,0,1,0,0
Otu1582,0,80,0,3,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Otu1583,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,92,0,0,0,0,0
Otu1584,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,98,0
Otu1585,0,5,0,0,0,7,0,3,0,0,0,0,0,3,1,82,0,0,0,0,0,0
Otu1586,0,54,0,0,3,0,0,0,0,0,0,0,0,0,0,37,6,1,0,0,0,0
Otu1587,0,6,0,0,1,3,0,0,0,4,0,2,0,54,0,4,24,2,0,0,0,0
Otu1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Otu1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
Otu1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0
Otu1591,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,41,2,3,0,23,0,0
Otu1592,0,6,1,0,5,5,0,5,0,0,0,0,0,2,0,71,4,0,0,1,0,0
Otu1593,0,44,0,0,22,28,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu1594,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,2,77,1,0,5,0,0
Otu1595,0,0,0,1,3,6,0,46,2,0,0,1,1,10,21,5,4,0,0,0,0,0
Otu1596,0,0,0,4,0,0,0,73,2,0,0,8,1,0,0,11,0,1,0,0,0,0
Otu1597,0,0,0,0,2,0,0,64,2,0,2,6,0,1,7,11,5,0,0,0,0,0
Otu1598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,23,67,0
Otu1599,0,0,0,0,0,0,0,0,1,28,0,0,25,0,0,0,1,27,0,0,18,0
Otu1600,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,21,0,6,61,0
Otu1601,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,92,0,0,0,1,0,0
Otu1602,0,1,0,0,0,0,0,0,0,54,0,1,14,2,0,1,5,14,0,5,2,0
Otu1604,0,0,0,2,0,0,0,0,0,0,89,3,3,0,0,0,0,0,2,0,0,0
Otu1605,0,0,4,0,0,0,49,0,0,0,19,0,0,0,19,0,0,0,8,0,0,0
Otu1606,0,14,0,0,0,6,0,1,4,0,0,0,0,21,0,27,25,0,0,1,0,0
Otu1607,0,13,0,4,66,0,0,7,1,3,0,0,0,0,0,1,0,1,3,0,0,0
Otu1608,0,2,0,2,1,22,7,0,5,25,2,0,19,0,0,0,4,0,5,1,4,0
Otu1609,0,1,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,3,0,0,1,79
Otu1610,0,45,0,0,2,0,0,0,1,4,0,0,5,8,0,0,1,23,0,5,5,0
Otu1611,0,0,0,0,0,0,0,0,1,4,0,0,93,0,0,0,0,0,0,0,0,0
Otu1612,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,25,0,0,0,0,0
Otu1613,0,0,0,0,0,87,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1614,0,0,0,0,80,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1615,0,0,0,0,0,0,0,0,1,9,0,0,72,0,0,0,3,6,0,1,6,0
Otu1616,0,0,0,0,3,0,0,0,93,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu1617,0,0,0,0,2,1,0,90,3,0,1,1,0,0,0,0,0,0,0,0,0,0
Otu1618,0,6,0,0,0,1,1,0,0,0,0,0,1,87,0,1,0,1,0,0,0,0
Otu1619,0,1,8,0,6,1,0,0,2,2,21,0,36,0,0,0,3,0,6,4,8,0
Otu1620,0,5,0,0,0,0,0,0,0,0,0,1,8,1,0,45,30,2,0,4,2,0
Otu1621,0,7,0,0,0,0,0,0,0,9,0,2,11,10,0,0,1,36,0,1,21,0
Otu1622,0,1,0,0,0,0,0,0,1,27,0,0,48,19,0,0,2,0,0,0,0,0
Otu1623,0,40,1,0,3,0,0,0,0,21,0,0,10,0,0,0,0,19,0,0,4,0
Otu1624,0,0,0,0,0,0,0,0,0,17,3,36,7,0,0,0,0,3,0,12,20,0
Otu1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
Otu1626,0,1,0,0,0,0,0,0,0,5,0,0,1,78,0,0,2,10,0,0,0,0
Otu1627,0,2,0,0,0,0,0,0,0,6,61,3,3,0,0,0,0,1,18,3,0,0
Otu1628,0,0,0,6,0,0,0,48,0,0,0,8,0,0,0,34,1,0,0,0,0,0
Otu1629,0,0,0,0,4,0,0,2,3,6,0,3,21,0,0,3,27,18,0,0,10,0
Otu1630,0,0,0,0,0,3,0,1,0,51,0,0,27,0,0,0,0,15,0,0,0,0
Otu1632,0,0,0,0,0,29,0,5,60,0,0,0,0,0,0,0,2,0,0,0,1,0
Otu1633,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,58,0,1,13,0
Otu1634,0,0,0,0,0,0,0,0,0,7,0,0,3,59,0,0,0,12,8,5,3,0
Otu1635,0,0,0,0,0,0,0,0,0,0,0,90,4,0,0,0,3,0,0,0,0,0
Otu1636,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,5,1,2,0,0,0,0
Otu1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,90,0
Otu1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,93,0
Otu1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0
Otu1640,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
Otu1641,0,13,0,0,75,3,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0
Otu1642,0,2,0,0,2,0,0,0,0,0,0,0,0,18,0,67,5,2,0,0,0,0
Otu1643,0,10,0,0,69,0,0,0,1,1,0,0,1,0,0,0,10,0,0,1,3,0
Otu1644,0,1,0,1,0,1,0,0,0,0,0,0,0,0,37,55,1,0,0,0,0,0
Otu1645,0,52,0,1,1,0,0,1,0,8,0,12,13,0,0,0,5,0,0,2,1,0
Otu1646,0,92,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,2,0,3,0,0,0
Otu1648,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,25,0
Otu1649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,4,0,0
Otu1650,0,0,1,10,0,0,0,0,0,1,3,3,9,0,0,0,0,0,68,0,1,0
Otu1651,0,0,0,0,0,0,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0
Otu1652,0,0,0,0,0,0,0,0,1,29,0,0,49,0,0,0,0,13,0,0,4,0
Otu1653,0,0,0,0,15,0,0,0,64,0,0,1,0,0,0,0,16,0,0,0,0,0
Otu1654,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,62,0,0,0,0,0
Otu1655,2,2,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,0,0
Otu1656,0,31,0,1,36,14,0,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu1657,0,0,5,0,0,0,35,0,0,0,24,0,0,0,22,0,0,0,9,0,0,0
Otu1658,0,0,4,0,0,0,40,0,0,0,29,0,0,0,19,0,0,0,3,0,0,0
Otu1659,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,86,0
Otu1660,0,0,0,0,1,0,0,0,0,12,39,0,40,0,0,0,0,1,2,0,0,0
Otu1661,0,0,1,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,0,0,0,0
Otu1662,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,62,0,0,0,0,0,0
Otu1664,0,4,0,0,2,81,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,69,0,0
Otu1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
Otu1667,0,8,0,5,6,0,0,3,0,0,4,5,5,5,2,39,12,0,0,1,0,0
Otu1668,0,0,0,0,0,0,0,0,0,41,17,0,16,0,0,0,0,6,4,1,9,0
Otu1669,0,0,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,1,0,0,6,0
Otu1670,0,0,0,70,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Otu1671,0,0,0,0,2,2,0,81,8,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu1672,0,0,0,0,1,1,0,0,0,36,0,0,46,0,0,0,1,4,0,0,5,0
Otu1673,0,16,0,2,1,0,0,0,0,5,5,0,17,0,0,0,1,18,0,26,3,0
Otu1674,0,1,0,71,0,0,0,0,0,0,11,5,1,0,2,0,0,0,3,0,0,0
Otu1675,0,0,0,0,19,0,0,22,25,1,0,0,25,0,0,0,0,0,0,1,1,0
Otu1676,0,29,0,0,32,0,0,0,0,0,0,0,0,0,13,11,5,0,0,4,0,0
Otu1677,0,1,0,5,1,0,0,0,0,0,0,0,0,0,2,73,10,0,0,0,2,0
Otu1678,0,8,3,2,2,1,0,5,3,1,30,3,7,6,3,1,19,0,0,0,0,0
Otu1679,0,4,0,0,0,1,0,0,0,1,5,0,2,0,0,0,0,18,16,34,13,0
Otu1680,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,74,13,0,0,0,0,0
Otu1681,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,39,32,0,0,1,0,0
Otu1682,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,0,0,0
Otu1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
